Start,End,Cycle,Line,Equipment,Part,Parameter,Expected_value_min,Expected_value_max,Value,Date
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,110.67,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,122.69,NULL
2:00:00 PM,4:00:00 PM,28,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,124.74,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.77,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,997.26,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,3.39,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,100.72,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,103.57,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,14.75,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.2,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,143.91,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.31,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,154.15,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,138.23,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.61,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,121.25,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,122.51,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,64.06,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,108.54,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,107.39,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,7.76,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,49.53,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,120.38,NULL
4:00:00 PM,6:00:00 PM,29,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,120.39,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,8.66,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,998.13,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,17.57,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,Raw Material Chamber,Temperature,100,110,109.83,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,107.42,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,5.38,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,151.7,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,136.54,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.3,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,155.19,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,146.02,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.6,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,117.71,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,124.68,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,90.64,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,106.63,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Product Screener,Screening Rotary Valve,Temperature,100,110,101.79,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Product Screener,Screening Rotary Valve,Vibrations,5,15,14.03,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,99.33,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,115.58,NULL
6:00:00 PM,8:00:00 PM,30,Sanitization Line 1,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,121.94,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,5.19,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1185.52,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,12.31,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,107.12,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,104.11,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,14.75,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,152.81,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,142.62,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.59,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,152.34,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,141.21,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.89,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,122.35,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,124.98,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,78.36,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,83.04,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,100.04,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,14.55,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,99.36,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,116.42,NULL
8:00:00 AM,10:00:00 AM,1,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,115.62,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,8.68,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1869.15,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,11.4,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,100.55,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,109.69,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,7.39,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.78,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,141.75,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.82,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,148.21,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,137,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.12,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,121.95,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,124.28,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,79.38,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,63.42,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,101.26,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,9.16,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,105.69,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,117.47,NULL
10:00:00 AM,12:00:00 PM,2,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,120.2,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,5.68,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1939.47,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,13.93,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,107.18,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,101.74,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,11.01,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.54,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,143.07,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.83,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,150.43,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,139.27,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.13,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,117.27,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117.09,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,66.21,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,109.26,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,103.42,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,13.7,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,64.14,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,121.61,NULL
12:00:00 PM,2:00:00 PM,3,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,118.76,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,11.38,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1656.41,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,4.01,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.94,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,103.15,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.67,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,152.61,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,137.55,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.56,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,147.74,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,136.77,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.86,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,124.06,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,119.96,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,81.88,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,93.3,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,109.48,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,6.5,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,97.81,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,116.96,NULL
2:00:00 PM,4:00:00 PM,4,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,118.3,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,9.03,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1011.3,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,9.99,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.89,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,102.8,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.61,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,149.73,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,144.7,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.55,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,147.06,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,136.12,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.15,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.65,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,117,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,91.61,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,111.53,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,100.4,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,6.38,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,120.12,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,123.22,NULL
4:00:00 PM,6:00:00 PM,5,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,117.63,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,5.03,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1264.99,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,16.83,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,106.14,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,107.2,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,7.36,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,150.64,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,138.55,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.54,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,149.75,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,139.76,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,29.84,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,120.83,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,120.39,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,69.28,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,104.85,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,105.35,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,14.64,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,69.78,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,121.47,NULL
6:00:00 PM,8:00:00 PM,6,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,116.7,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,10.92,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1332.96,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,8.21,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,Raw Material Chamber,Temperature,100,110,102.09,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Temperature,100,110,109.71,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Raw Material Bin,2nd Stage Feed Screw,Vibrations,5,15,10.1,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Husk Inlet HPRV,Steam Inlet Temp,147,153,147.42,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Husk Outlet HPRV,Steam Outlet Temp,136,145,143.67,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Pressure,2.7,2.7,2.87,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Inlet Temp,147,153,150.28,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Outlet Temp,136,145,143.71,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Cyclone,Steam Cyclone Chamber,Steam Velocity,30,30,30.17,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Blower,Steam Sep Line Temp,115,125,118.51,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Steam Sep Cyclone,Steam Sep Rotary Valve,Steam Sep Line Temp,115,125,118.8,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Cooling Cyclone,Cooling Rotary Valve,Cooling Air,63,125,77.35,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Cooling Cyclone,Cooling Blower,Cooling Air,63,125,99.27,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Product Screener,Screening Rotary Valve,Temperature,100,110,109.76,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Product Screener,Screening Rotary Valve,Vibrations,5,15,10.1,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Product Screener,Transfer Blower,Transfer Cool Air Temp,40,125,109.84,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Super Heater,Steam Circulation Blower 1,Steam Sep Line Temp,115,125,124.88,NULL
8:00:00 PM,10:00:00 PM,7,Sanitization Line 2,Super Heater,Steam Circulation Blower 2,Steam Sep Line Temp,115,125,118.89,NULL
10:00:00 PM,12:00:00 AM,8,Sanitization Line 2,Raw Material Bin,Raw Material Rotary Valve,Vibrations,5,15,5.1,NULL
10:00:00 PM,12:00:00 AM,8,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Feed Rate,1000,2000,1134.97,NULL
10:00:00 PM,12:00:00 AM,8,Sanitization Line 2,Raw Material Bin,Husk Feed Screw,Vibrations,5,15,7.34,NULL
